Area,Price
680.01443,37.7
810.0810081,18
974.025974,60
1522.104941,99.5
1620.089105,40
950.1613482,53
1150.404772,27
978.1713344,47.5
950.1613482,53
1078.5735,37.2
996.5831435,210
1000,45
1080.059403,80
750,60
1001.001001,40
3542.857143,310
1250,55
444.9248976,39.1
1461.41855,150
2200.104767,42
887.1146596,40
1490.164912,75
2296.819788,130
1000,29
1774.986346,130
1794.339623,95.1
1023.94903,180
842.0281896,46
2000,420
1891.12522,140
1562.5,48
430.0150505,20
1300,32.5
950,76
1150.164523,76.9
1263.157895,120
1200.154859,31
1915.322581,95
985.2216749,30
960.0614439,50
970.0176367,22
710.4107466,55
1432.32275,60
717.8571429,20.1
1037.010549,58
2460.168697,210
1200,60
570.0171005,90
1089.258699,36
654.8788474,260
1724.137931,56.5
1400.16802,50
1380.522088,110
1511.803698,130
1481.168007,70
1400,35
1884.210526,71.6
1830.282862,110
780.5486284,31.3
1340.033501,72
1562.22878,90
2100,2100
899.9357189,42
1663.910707,80.5
1367.590532,67.6
969.8825932,38
1450.116009,50
1251.172975,40
3499.981579,950
978.1864423,100
2200.220022,60
1130.238219,130
2391.304348,110
1816.118048,80
914.2857143,25.6
1550.190597,61
1205.874427,89.5
1685.823755,110
1150.026137,66
951.9276535,100
1900.826446,23
1250,20.5
980.1809565,45.5
1465.144972,95
1305.028711,75
918.8846641,29
950.3695882,18
1627.615811,91
960.0960096,32
1150,55.2
2128.867443,150
525.1206358,18.5
3109.61389,240
1362.39782,45
922.0231823,70
1000,30
3666.666667,330
1129.943503,130
839.1273076,35
766.2144499,170
2476.662221,130
1125.137212,82
1342.960289,55.8
754.1046201,39.5
1045.036079,42
975.975976,130
1151.02895,99
745.0435661,59
1995.012469,120
1143.168209,63
4400.586745,330
700.280112,10
1650.165017,75
3500.063638,1100
1082.016879,50
659.9788807,37.5
1578.418711,110
1225.124378,98.5
1424.5739,280
585.0487541,27
866.0869565,24.9
760,38
705.0847458,52
1439.884809,120
1282.051282,86
1871.834398,170
1267.10593,75
1545.962659,130
1175.166297,53
600.117096,20.5
730.0204918,57
950.0777336,110
1585.204756,72
2394.799863,140
1749.883341,75
808.7930319,19.5
1170.246874,36.5
1350.279851,57.9
1128.502036,230
950.0886749,75
1000,32
1675.552171,44
905.0518348,55
855.0662676,40
1186.131387,130
1525.87044,110
1080.089668,53
1260.504202,30
1102.607342,170
857.1428571,48
1149.207851,48.6
5924.170616,700
1719.745223,67.5
1311.154599,67
1672.427249,150
761.2087996,200
45302.48118,6500
650.0742942,35
1100.029334,75
1750.291715,90
1444.444444,40.3
1503.142935,110
1757.469244,50
851.2363194,21
2010.233918,110
2388.388756,130
1035.135135,76.6
1199.760048,40
806.1492313,43
1187.87121,38
1844.262295,49.5
450.0127845,88
593.0232558,25.5
2250.692521,65
1265.041654,82
1260.02291,22
2295.492487,110
1500.133941,56
950,19
1686.568171,250
470,14.1
530.0599805,38
805.9132093,16.9
750,15
315.0787697,12.6
900.1512859,23.8
520.0367085,51
4000,300
1104.057411,120
640.0787789,39
1470.133086,95
1270.186899,70
1230.101302,68
1440.485216,38
1480.062685,85
657.6200418,12.6
1700.288184,64.9
1849.568434,45
1385.041551,75
1060.008245,540
962.962963,27.3
1975.308642,80
964.6628757,190
1096.201096,58
950.0542888,70
600,27
567.3991473,17.3
1150.086256,100
1480.263158,81
1462.599248,35
1100.070972,93
560.0416775,21.5
1850.642282,85
1110.062893,35.3
830.1215535,28
1149.758454,71.4
1188.571429,520
1156.069364,44
619.1950464,16
1200,75
2349.62406,100
1715.082002,320
1099.868016,25
1350.048216,56
604.00151,32
990.0990099,36
1229.526587,54.8
985.3603604,280
1730.171073,89
1299.967501,40
1450.031901,250
3011.724212,280
1356.090718,58
897.2648432,26.9
1500.272777,55
1405.429396,190
1000,94
1250,70
3368.421053,320
494.563529,79.6
971.1094926,80
1645.055158,85
1700.276789,43
579.8969072,27
1170.00117,100
1850.13876,100
670.8595388,32
850.0991782,60
1285.130915,53.5
1530.221882,60
790.0028727,27.5
1349.831271,36
1280.181494,79
2070.036226,240
1786.004221,110
500,20
1047.668937,100
750.0551511,68
980.6847738,230
1052.804198,32.1
1350.337584,36
2138.021143,180
1070.072489,31
907.9365079,57.2
2207.992934,100
750.0750075,25
1035.162668,63
1294.744859,51
884.9557522,130
750,42
1235.049402,95
550.0982318,28
1175.241577,45
1500,63.9
800,42
1965.090741,170
800,32
1220.930233,210
1449.970042,72.6
911.7986749,150
957.052279,160
1627.5,65.1
1017.026626,89
594.1176471,20.2
2194.940476,59
492.7929038,120
1584.786054,110
1549.295775,110
1304.863582,110
1323.736246,160
1400,700
1050.262566,28
1550,68.2
1270.033263,42
659.3406593,30
800,55
961.0764056,60
1000,160
1050,42
1174.287411,79.1
644.8587173,110
750,24
1330.203443,85
1776.684434,130
943.3962264,100
900.1285898,42
860.0829366,56
1299.782766,35.9
1250,27.9
1076.670256,190
1692.307692,110
1349.056604,71.5
1305.104408,45
372.0238095,15
2753.786456,220
674.1011984,40.5
1466.221232,79
869.7261288,47
1455.767077,65
552.0740078,37
527.0092227,100
1299.885975,57
1131.028596,53
2550.019616,65
1273.367651,47
1163.636364,160
1622.498648,120
580.1305294,24
480.0404245,19
950.0662837,43
900.4237288,17
1025.115325,80
816.8491699,370
1072.146527,48
1249.225046,80.6
2845.849802,180
1260.162602,62
1264.367816,33
813.0081301,40
900,18
2457.974879,1180
579.93937,44
1050.135501,31
1030.638059,220
2333.333333,140
698.6729118,17.9
597.4181927,19.9
853.0183727,260
1000,62
1896.702655,130
530.102234,14
1600,50
1048.102383,95
1680.440771,54.9
1135.066582,71.6
975.0566893,47.3
1199.887069,42.5
831.0249307,39
1000,48
900.090009,40
838.6789673,370
1585.17254,260
1355.421687,36
2846.29981,180
1411.764706,240
2250.225023,200
950.0285009,100
796,19.9
1285.206453,47
1619.90648,48.5
935.2037408,42
1492.537313,100
1291.046871,46
1600,160
894.21391,15.3
640.0432705,71
655.0218341,60
709.0301003,42.4
774.2078195,140
1000,98
1155.187446,53
1066.666667,160
672.005376,120
665.0480312,63
2049.446975,63
745.2093683,21
929.9622203,32
660.0369621,75
1166.016646,290
1300,32.5
1566.059226,110
1424.844471,71
613.3333333,32.2
1851.362074,70
798.490566,52.9
1005.025126,40
1175.153889,84
400,17.5
1343.123209,37.5
1200,45
3599.712023,250
1015.228426,30
873.1198159,220
895.0770761,90
1619.651775,120
1594.048884,120
815.2327221,28.9
375,12
1300.390117,30
1750.087504,250
676.0309472,90
820.0562324,35
1557.147306,100
3337.884995,220
2710.0271,230
1916.27907,82.4
1350,54
553.2139094,31.5
1073.105298,80
1310.066551,250
1512.027491,88
1170.242407,42
1000,34
1800.180018,100
610.0660905,36
1000,29
579.0441176,63
1625.239006,85
1445.177505,46
2380.498953,250
2400,51
1800.180018,160
2293.215246,580
1382.488479,27
1575.157516,70
1250,27.9
500,19
1299.038711,100
1033.324722,40
656.167979,20
1845.01845,230
1850.294365,88
1185.313674,41
2160.760588,25
860.0274212,69
1546.391753,360
1451.120163,57
1400.454201,37
1382.033564,70
750.0340925,110
1425.008906,80
817.1912833,27
1230.254417,250
1907.112407,170
1064.291064,270
1211.120286,44
1068.090788,48
1500,60.6
1085.040011,80
3899.946208,290
975,31.2
1100.244499,45
1220.073665,26.5
1150.369762,28
1137.138958,50
1700.118064,72
1136.115359,52
729.3946025,160
1069.908815,88
600.8630578,110
3988.035892,320
1300.578035,18
962.962963,130
1550,49.6
1254.320988,50.8
4084.96732,25
1050.119332,66
796.2359754,22
750.1875469,20
916.6397067,170
637.0779359,30
1549.701129,70
1384.358009,66.2
550.1222494,18
800,27
1222.17806,61.5
287.9970271,31
1115.133961,77
700.0127275,55
1805.869074,120
1660.095455,80
1855.022831,130
750,21
902.0618557,42
1320.190107,75
737.9417648,33.2
1129.144852,64.7
1132.024004,41.5
1100.052383,42
910.0310238,220
1654.846336,56
817.2605427,25
2500,530
1615.408512,52
980.2522008,41.2
1750.198886,66
1000,42
1650,49.5
1289.282836,32
2500,100
1175.088132,60
1100.034376,32
799.0747555,76
1004.291062,110
1800.232288,62
1400.203666,55
2011.158687,310
1498.113208,39.7
990.0990099,78
1956.382296,61
6000,1350
1180,59
605.0420168,36
575.2636625,12
1232.134056,100
1700.15456,99
800,37
954,47.7
885.0981654,27.5
350.0328156,16
1171.123929,67
1370.223979,52
954.1984733,45
700.0946074,37
760.005578,54.5
2000,85
983.0425166,200
2430.468554,97
1132.019994,77
1385.041551,65
1262.002743,46
1749.965001,250
2922.034799,220
1415.701416,55
1124.961995,37
922.0366766,180
992.192583,30.5
563.3333333,16.9
1647.627417,150
1357.082273,80
1170.046802,45
1135.07378,60
1900.070373,270
1150,43.7
834.747767,300
833.1320937,34.5
1145.12222,52
800,60
1665.278934,60
1700.255464,59.9
1050.080775,65
650.0007471,870
910.1040119,49
800,29
1000,53
1289.98968,75
1051.033516,180
1042.780749,42.9
1511.404232,110
400,41
1448.37575,140
1399.580126,40
1600.232761,55
1050.420168,25
2558.139535,110
693.2409012,16
419.9644645,26
1893.830703,66
4021.847071,810
784.0501792,35
1250,46
2615.183447,340
697.8319783,30.9
1843.071786,55.2
700.280112,15
824.0626288,100
1293.267402,34
1280.409731,30
900.2520706,25
2400.573271,67
1240.196972,68
1000,16
1350.21097,32
2716.899112,300
1400,70
1991.565136,170
1895.477931,70
650.0426257,61
4952.380952,520
500,45
1100.042779,180
1400.258509,65
6600.0066,2000
3589.672788,520
1000,90
1050.228311,23
799.7311828,11.9
1300,130
1120.040181,44.6
1469.254489,81
645.0364446,100
1001.730261,110
854.4817568,200
750,36
1365.42072,160
891.0891089,72
1721.170396,120
1943.005181,67.5
1355.01355,140
1410.216233,45
1689.800845,140
1550.14236,98
684.4976245,38.9
1650.165017,110
894.2258559,35
2950.187223,260
625,32.5
1095.125617,51
749.9414108,32
1408.145581,65
744.9267917,29
1040.009788,170
1210.067764,75
1800.072003,150
1170.177198,35
1522.815032,280
3300.330033,150
1244.907198,55
1465.320742,45
1685.27491,80
994.8849105,38.9
791.0074938,38
1166.128454,130
3107.734807,270
1337.44856,39
1499.659168,44
600,93
2200.020706,850
1000,260
873.0484799,85
632.8749784,220
600,21
1874.219075,90
960.1873536,41
3775.365739,320
2539.605756,210
800,24
1887.066338,130
688.9050036,47.5
661.0729723,52
1462.848297,37.8
1562.19865,81
693.05891,66
1827.4244,70.1
1212.121212,40
920.1691122,37
1441.561322,130
750,15
1806.057238,65
650.0189589,120
700,66.5
712.0253165,27
1300.390117,40
1640.419948,50
1125.054089,26
1340,67
884.9557522,130
1520.176893,55
1451.612903,40.5
1600,54
1330.032881,360
1231.281198,37
1205.386325,92.2
1040.073417,34
989.4459103,150
1628.664495,30
1972.60274,360
1750.121536,36
1098.122565,62
1668.141593,75.4
785.2447042,21.5
692.0710868,40.5
1200,75
896.832863,28.6
2295.157218,100
1600,42
728.9765121,59.9
688.8888889,31
2250.409165,55
350.0583431,9
1540.041068,75
1900.052056,73
1244.997777,56
1057.501652,160
3018.298434,320
1075.268817,32
1360.183713,77
1110.229976,42
1250,27.9
1250,27
1442.169022,100
1184.963225,87
1045.652174,48.1
1690.36492,170
1500,84
1165.254237,110
905.141202,100
1085.094232,38
2017.693621,130
650.0426257,61
702.000702,20
1267.303568,130
1470.01176,450
1699.311332,190
1350.390903,38
1945.080092,85
1601.769912,54.3
1113.013699,39
1150,29.9
1150.306748,30
1100.052383,42
1345.198675,65
1097.943534,63
1250,25
1277.955272,80
1140.150851,65
1107.894737,42.1
1295.035696,78
368.7720675,47
1257.967125,75
1400,36.4
1048.951049,45
490.6990231,110
650.026001,25
750.1630789,23
1380.952381,290
1811.00534,78
910.0837277,50
1090.135602,41
1139.950894,65
1151.126459,70
1400.034147,82
1915.25018,80
560.1317957,17
375.0063346,74
1100.038825,85
114434.7826,6580
1050.286442,33
1380.834024,100
637.1271358,22
1055.037806,120
1110.114375,49.5
2314.814815,250
649.3506494,12.5
1561.036528,100
615.0061501,25
1088.139282,60
2130.144987,310
1380.071764,50
494.9152542,7.3
650.026001,25
1400.386847,36.2
1040.041602,40
851.1252164,29.5
1050.539466,18.5
1310.249307,33.11
602.7727547,50
1050.189793,24.9
1304.446461,230
822.6144182,110
1430.86582,98
2249.851983,38
1545.217957,95
1650.165017,95
1440.189766,85
681.2917291,150
1235.003529,70
1183.011948,200
1320.064988,65
2050.326188,110
1250,53
1800.288046,75
2353.996189,210
1036.985828,120
1334.615385,34.7
1269.983565,85
753.5164099,45
1510.269835,75
4160.098091,950
925.1101322,42
1080.125687,55
728.0139779,200
1439.95098,47
950.0542888,35
904.1980624,42
910.1251422,40
1344.122275,59.8
1765.447667,42
1539.645881,40
6001.091107,110
749.8897221,17
710.0591716,36
1955.062737,67
1905.714286,66.7
880,16.5
582.3822066,19.9
1290.045152,120
2272.413793,65.9
900.0090001,300
992.6653063,180
880.7506053,29.1
1465.002713,81
1281.503631,60
1369.863014,35
1260.178364,65
1250,130
1380.103508,24
1678.086981,120
825.0825083,30
1088.065844,66.1
1200,48
1204.451624,67.1
1162.582722,65
2278.820375,170
760,15.2
991.056321,82
1245.121725,67
1030.029316,130
1203.698638,220
2400,120
490.0064475,76
5025.125628,650
1300.284437,32
614.7311948,110
1167.618059,180
2000,140
804.8848182,29
1150.054765,42
690,20.7
7959.300894,970
2933.333333,220
650,28.6
1000,42
1339.915374,28.5
630.0422589,82
1246.105919,60
2065.787383,130
1495.016611,49.5
488.2246377,53.9
1500.508647,29.5
1655.172414,120
1050.286442,33
1064.837498,65.2
1064.112796,120
550,55
2086.865788,160
1700.102006,50
916.0864786,75
913.0225853,95
1130.308413,70
564.844103,25
1200.14771,65
1040.070068,95
1914.48628,60
1948.717949,53.2
967.1179884,65
1318.031311,410
2666.666667,200
585.9375,36
1423.45757,67.6
495.049505,11
2422.089456,150
718.0361711,160
1794.392523,48
1250,49
1600,200
540.1057228,23.5
1665.103189,71
1828.681424,76
1726.573536,110
1630.257581,200
1723.169133,92
1515.789474,180
1150,46
1409.646739,41.5
1200,25.8
1270.325203,37.5
595.0413223,36
2766.798419,210
405.0769646,15
599.7818975,16.5
1250,88
550,22
1185.313674,41
1078.050884,75
1884.057971,130
1150.086256,60
1854.624487,76.8
550.1618123,17
1395.23695,58
1070.124638,85
1122.067324,99
1000,35
1145.339652,29
706.0010086,28
1321.052632,50.2
1600,66
581.3315784,53
650.1182033,22
1570.954791,270
1200,60
1632.208923,120
1380.015334,54
1375.095493,72
1220.008133,60
1120.045951,78
1480.062685,85
584.0163934,39.9
1376.923077,53.7
4152.028106,130
148939.7228,8920
1486.403777,170
900.3215434,14
1120,44.8
1288.855193,68
690.0782089,45
1345.755694,52
710.9322602,53
2143.260011,570
821.9178082,33
1200.369344,26
1600,310
1134.716321,45.4
1540.154015,70
1129.943503,26
1475.288911,60
650.0206356,63
2070.393375,90
343.0400976,22.5
1083.863975,80
1932.876472,110
1500.176491,85
956.5217391,110
1890.482399,58
1484.593838,53
964,72.3
660.1218687,19.5
1207.000604,100
625,18
9722.222222,35
1165.076822,160
899.820036,30
2179.598954,150
632.0779563,24
1090.059694,42
1080.246914,35
2500,140
1824.034335,170
1700.276789,86
497.9591837,12.2
1014.301653,100
1717.229536,60
1267.779839,41
919.0899503,61
1650.269756,52
1051.524711,140
1024.182077,36
1100,88
2750.275028,150
1625.301999,74
800,30
1432.033488,130
1528.050644,280
419.0419042,41.9
1165.126557,29
2278.571429,95.7
1843.537415,54.2
1306.67712,100
1288.014311,36
1820.020222,450
1465.273029,150
1782.178218,90
1344.743276,55
698.0306346,31.9
883.0022075,52
635,25.4
1340.159615,89
1250,30
1150.130348,75
886.7298944,230
680.0552545,64
919.5781147,27.9
1718.523878,190
905.1186017,43.5
1609.756098,66
1830.377444,80.5
880.0993995,42.5
1525.79317,63
3400.204012,100
1025.077796,56
1236.004072,85
1469.335605,34.5
389.6443515,29.8
1361.049245,110
1070.018093,550
1211.973716,49.8
1350.048216,84
752.0111927,43
750.0534988,70.1
2256.06317,120
1205.37784,26
796.9397514,50
1622.822002,95
1140.065147,35
317.0289855,10.5
949.9136442,22
1423.636364,78.3
869.9686811,150
1772.362227,320
669.9384591,86
1000,29
710.0031556,45
1575.795777,50
1177.971925,120
1784.214945,170
2090.152938,77.9
1378.26087,63.4
1595.179015,90
885.7142857,46.5
1666.082076,95
3285.014079,630
1020.007846,78
1250,55
472.0161834,70
820.256776,23
720.0460829,50
1019.974501,72
2763.085182,350
1285.84287,100
2900.652647,120
6456.241033,45
649.9535747,35
1625.301999,74
850.0772798,44
1045.150502,25
1150.22656,33
1254.064097,81
2100.006614,1270
1100.046318,95
1332.149201,90
1289.62536,89.5
1350.135014,45
880.0433252,32.5
1079.913607,40
1279.863481,60
457.321174,170
1884.210526,71.6
1600,120
900.090009,40
1281.553398,66
702.202362,22
1093.135111,75
1098.283931,35.2
1750.996256,290
1109.877913,20
621.1180124,16
630.0630063,28
1100.352113,25
366.3423011,32
2132.687763,370
1330.180313,90
1260.126013,28
1424.332344,24
888.030888,46
983.8369642,28
3400.35482,230
565.1105651,23
1454.898157,75
1019.965278,94
1435.956347,50
1042.011247,63
1370.16094,63
1110.0148,90
1009.18357,100
1400.367309,30.5
1250,180
1410.039481,75
998.003992,55
54225.69614,9990
1300.070274,37
1299.013712,54
540.1026195,20
650.0101564,32
900.090009,40
1250,35
990.0990099,85
1200,24
1603.354711,130
1149.330925,140
2485.659656,130
750.1071582,35
1400.070004,160
1099.807534,40
1380.138014,92
900.9009009,7
1385.224274,63
1820.020222,450
325.0337299,26.5
2026.902524,110
1664.402174,49
2060.262683,160
1721.170396,90
1200.033104,290
2600.104004,450
1476.173415,41.2
1070.090958,60
1200,60
300.3102105,91
1300.236407,55
675,27
720.1355549,25.5
1183.651805,44.6
999.0917348,55
1275.214468,55
739.98469,58
1382.033564,56
2385.211688,200
956.0229446,130
1520.417029,52.5
500,18
899.9280058,75
1150.040118,43
1171.20954,55
1295.081967,79
2622.498275,190
1873.529412,63.7
1060.511541,17
1954.040957,250
530.0051291,31
890.0756564,40
577.7777778,130
2104.820038,100
1180.080245,100
1100.28293,35
1275.148767,45
1350.135014,30
427.0665275,45
1546.391753,63
707.2135785,170
989.0730972,52.5
1080.951237,45
938.4615385,48.8
671.0283509,120
1885,75.4
649.9682942,82
565.5816951,35.1
1259.459459,46.6
1022.222222,23
1805.054152,120
1000,33
809.9625392,160
1229.773463,190
585.0234009,120
1550.034192,68
1500.245942,30.5
1065.029445,85
620.1550388,20
1673.767498,110
1879.699248,170
850.1118568,38
1124.891837,39
578.3783784,21.4
4092.769441,120
1492.219143,420
930.1442673,24.5
465.1162791,12
712.1057986,140
1234.735414,18.2
930.0265722,42
1899.509804,62
850.0239069,160
534,26.7
883.1521739,32.5
2092.050209,170
751.9640853,33.5
1316.777963,63.1
1687.116564,110
1025.01025,25
1580.398162,51.6
424.5363281,49.9
533.1088664,19
1280.227596,45
1105.237866,46
2010.526316,76.4
770.0351744,81
915.1572927,48
1300.052002,25
980.3921569,17.5
1200,120
15981.24867,750
1313.054978,69.5
950.0391193,85
1180.124224,95
746.2686567,11.5
560.0194789,46
1004.382761,110
1544.61203,340
1209.921355,60
1617.155915,92
780.2050825,17.5
2449.77952,200
1310.186702,80
1080.0579,97
889.8776418,32
1440.189766,85
1677.279964,590
1440.121273,57
909.0909091,54
675.1740139,29.1
1475.237092,70
585.0234009,60
1295.560546,150
630.169358,16
351.9619501,29.6
485.0836769,20
1274.088231,160
1285.338593,39.1
970.1202949,75
900,45
669.8664441,32.1
404.5268481,84
1248.049922,48
1292.01053,800
1368.925394,220
1185.164529,85
1905.265943,72
1075.032909,49
1358.936484,92
984.1269841,310
1076.981902,84.5
700.0112905,62
1799.856012,75
1806.06839,450
2849.643795,380
550.2567865,7.5
1141.666667,68.5
1494.768311,140
1060.138782,55
2710.0271,250
949.893137,40
831.8345324,18.5
1073.191672,200
708.6753676,120
1449.82831,38
1156.260324,35
1060.284762,35
1520.112254,65
1150.020125,400
900.090009,30
1040.009788,85
1489.288578,130
1955.184534,89
2679.58951,94
610.035077,40
1885.211563,90
1232.156273,82
1000,48
1240.053736,240
592.183182,120
1190.088034,73
1530.456076,50
2322.857143,81.3
912.1459434,38
2500,300
660.0660066,20
1030.21978,45
2603.123748,130
1706.991242,230
1171.600406,150
1920.076803,320
970.1202949,25
351.2910424,55.1
675.0675068,30
1360.294118,37
1135.07378,40
1885.014138,60
650.0691563,47
1216.666667,43.8
1660.910518,52.9
1710.10329,250
2700.457,65
3499.766682,450
2250.409165,110
1030.07144,62
1030.100334,77
1227.810651,41.5
652.8417819,68
950.1187648,36
706.0722211,35
751.12669,210
1250,220
1622.649955,290
1377.884947,680
1600,600
535.0045858,140
1295.196978,72
1208.163265,59.2
1145,45.8
440.5111966,77.9
1740.139211,60
1260.210035,54
1130.044843,63
405.0073638,22
705.0197406,25
1552.10643,70
589.4283179,46.5
972.9683997,230
1250,31
2500,200
1700.102006,150
760.1351351,36
985.0651414,31
1273.333333,38.2
1922.207146,170
292.3473775,17
1250,45
875.0607681,36
679.0363318,69.9
455.0280601,30
999.000999,110
1450.202602,68
591.0683012,27
685.3155567,110
650.0541712,24
1520.028612,85
1550.074134,230
502.0135709,91
2573.588548,160
1580.194891,120
440,55
956.5217391,110
1771.255061,70
1193.820225,34
1376.013905,95
1356.620634,33.4
1084.685486,48.8
995.6553222,110
1313.131313,52
1334.546557,220
2200.30349,87
850.1118568,38
920.0401472,55
1023.155627,38
1225.359616,23
1207.078711,45.7
899.9621069,95
1825.115772,67
1250,30
1254.064097,54
608.6666667,91.3
707.2925585,190
340.1360544,7
1255.804137,59.5
1980.19802,70
1116.29795,110
1638.088289,44.9
1544.509969,110
380.0114003,40
1085.141903,52
1895.285477,80
699.0521327,59
909.4745727,43.1
1563.610519,110
2765.878877,74.9
1161.350263,150
1390.108282,95
1220.008133,210
855.0662676,40
1177.971925,120
850.1259446,13.5
875.0290901,75.2
1050.080775,65
831.8708319,23.7
1173.295788,100
900.090009,30
909.0909091,45
1170.062538,58
1164.483261,120
990.0990099,43
1764.137264,36.5
1150.003594,320
640,56
1295.143213,52
1254.275941,33
1390.268123,70
1155.115512,28
505.0505051,33
867.2676407,27.9
1424.444444,64.1
1055.081458,68
450.0121625,74
1244.002133,70
902.0501139,19.8
1071.811361,190
999.3943065,16.5
1044.932079,50
686.1198738,17.4
1300,65
1525.124418,95
1800.180018,80
3472.222222,310
5200.126064,1650
1009.625093,150
1149.954002,50
687.0340593,47
918.5803758,13.2
2277.212692,150
1120.833333,80.7
4300.150505,800
1600,90
1159.840522,160
1387.015989,72
1165.00092,190
510.0071677,92.5
1350.16835,40.1
1715.962971,76
650.0847937,46
1621.008267,100
375.0375038,12.5
574.919152,16
974.025974,27
528.0103026,8.2
1267.496969,230
1145,45.8
1247.030879,52.5
1107.01107,57
1456.364647,52.4
1240.03543,56
545.0733753,13
194997.8805,9200
900.4237288,17
799.8511905,21.5
600.0292697,82
1294.117647,110
1666.049611,90
462.7862595,87.3
1400.233372,36
1345.054523,280
594.2091616,110
1080.125687,55
2525.743151,520
1625.37556,330
3233.970754,230
1339.72278,260
1040.041602,80
1050.420168,20
699.9533364,90
1373.855121,330
1436.265709,24
950.3695882,18
5092.297899,720
1300,65
1296.082949,45
548.0362036,66
1248.046439,55.9
3354.203936,300
2542.626383,170
1158.333333,41.7
2831.010453,260
693.0443548,55
1370.033628,110
1137.158852,65
1552.053486,65
1613.376357,220
829.0481687,79
976.1388286,13.5
1000,85
1551.020408,190
1800.670017,43
800,35
599.8588567,17
560.0672081,40
660.0660066,38
1500,60
1320.132013,80
501.0168238,27.1
2032.520325,150
1100.046318,95
2300.025556,90
1610.169492,64.6
890.0190718,28
1463.414634,120
2544.01821,760
1045.141205,47
2512.913584,180
725.1381215,21
1000,36
1425.035626,380
2733.734281,200
1025.954946,83.8
600.0375023,32
1800.018,200
726.0406583,75
1375,110
1620.064803,270
649.6881497,12.5
360,9
645.0312437,32
2499.519323,130
925.0693802,40
700.1166861,30
2176.278564,100
1099.885938,67.5
550.0550055,30
820,28.7
1800.018,200
2380.952381,250
1306.103063,55
690.0878294,44
700.0424268,33
1700,85
745.594216,33
850.0510031,25
1739.226033,79.1
860.0095557,72
950.0351865,27
1080.40201,43
862.3428494,190
2269.63232,150
1208.483393,60.4
1338.231435,51
1602.448686,44.5
8542.314967,1400
1000,45
1049.790042,35
1050.019091,110
4960,620
581.0882198,22
1200,27
600.0774293,31
549.9901787,28
729.2011932,22
1749.169145,100
646.9036553,51.5
1262.945188,150
1120.018863,95
1100.187266,47
1104.79798,140
1100.151745,29
732.177264,49.4
1314.789688,96.9
1199.040767,65
650.0084417,77
630.0403226,25
646.7458043,15.8
928.0263972,45
135714.2857,9500
1168.809484,70
1215.121512,81
1562.194884,160
372.0065101,16
1388.032079,90
590.4930617,100
719.9895274,55
1367.989056,210
1771.336554,110
1052.763191,42.1
550.0550055,35
1790.07323,110
1383.86204,130
1449.001619,53.7
647.9481641,45
900,2700
1465.036344,260
615.14802,16
1235.003529,70
1129.868404,85
1323.591698,250
1129.943503,70
1415.09434,60
2153.030805,65
471.1133152,19
670.09506,43
230000,9200
1277.766857,65
2354.452055,220
937.9310345,170
1400.180668,62
1650.051564,48
578.460244,110
2000,63
1140.065147,49
1229.878821,68
549.7272346,13.1
1094.840564,240
1280,48
759.9746675,36
739.3162393,17.3
1430.030644,42
1185.034705,70
1080.065743,46
1110.195675,53.9
1449.932034,32
1464.026771,52.5
1420.238397,56
1003.667889,30.1
850.0137099,62
750,90
1200,60
1850.317592,67
322.9278794,9
1707.544241,110
975.9271308,180
3283.156786,530
1950.118033,190
2480.510276,140
1199.637845,26.5
960.2194787,35
625,50
1358.134042,92
1998.060136,61.8
1000,90
1349.634805,42.5
933.3582229,100
661.4485724,120
1855.079681,74.5
1354.81118,63.5
2250.512145,76.9
1004.823151,50
1200,72
850.1594049,24
1560.192024,84.5
1076.627814,230
819.2,51.2
1791.044776,60
669.9403718,19.1
1350.135014,45
1297.968397,46
1549.076341,69.6
1165.110357,54.9
1115.075825,75
2096.320406,380
1816.790973,190
758.8774341,26.5
750.0394758,95
1025.043681,88
1549.780839,99
1400,280
1629.99185,80
863.781636,100
495.049505,25
1796.253528,210
1211.971308,49
1568.154403,52
1974.038404,330
1345.189238,59
2064.80305,130
1280.136548,60
656.0603576,40
2350.483155,90
882.3529412,300
1733.402669,100
740.2185407,21
1147.869674,45.8
1215.032495,86
1200.14771,65
1120.238984,45
865.2246256,26
585.0058501,65
1345.163137,47
1535.151515,50.66
2710.0271,240
1000,100
900.2770083,26
1860,93
3197.186476,400
1227.370359,40
2016.129032,180
1135.040745,39
880.0234673,150
2258.037786,1090
797.8060334,32
1500,84
822.8195283,30
525.0525053,35
1879.137305,88
1497.984774,66.9
1235.154394,52
1127.57732,140
1222.707424,28
1815.135437,130
969.8465879,55
423.7288136,14.5
1437.024514,34
1549.732319,110
1369.585066,270
1278.029511,110
585.0441442,55
960.1181684,39
894.0252944,41
1400.200602,69.8
2408.993576,180
1086.281813,140
324.04407,15
616.5658446,53
550.0292569,47
8511.000468,4000
1100,22
1797.316384,50.9
1620.482904,100
888.0994671,25
968.1881051,42
1800.180018,160
1370,82.2
1344.086022,45
1300.052002,25
1228.165939,45
1740.020471,340
2700.457,65
2796.225096,160
922.9881742,32
2376.923077,61.8
1824.262694,120
3300.330033,130
749.8660953,14
1506.740682,19
1260.375038,41
1279.978442,95
700.0186672,150
807.9324275,22
731.5288954,30
1350.245499,49.5
2955.082742,200
1100.244499,27
989.8843931,68.5
2480.211082,94
565.0818394,14.5
766.1204512,36
1597.402257,610
1240.03543,42
